Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Modal do Frete;Data frete;Documento;Série;Classificação;Volumes;Peso Taxado;Valor NF;Valor Frete;Frete Compra;Frete compra rodoviário;Frete compra aéreo;Manifesto;Manifesto entregas;Manifesto coletas;Manifesto coletas reversa;Manifesto transferências;Manifesto despachos;Manifesto retiradas;Agentes;Agente coleta;Agente entrega;Comissões;Imposto com Difal;Despesa Operacional;Imposto;Imposto com Complementares;Outros Impostos;Seguro;Total Despesas;Margem;% Margem;Tipo de frete;Documento Origem
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;SYNGENTA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;10/02/2026 15:24;68776/48532;"=""1""";;"=""360""";3960,000;80.126,28;4.207,27;0,00;0,00;0,00;2.181,96;2.181,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;504,87;0,00;504,87;673,16;168,29;0,00;2.855,12;1.352,15;32,14;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;UPL DO BRASIL INDUSTRIA E COMERCIO DE INSUMOS AGROPEC SA;Ituverava;SP;Rodoviário;10/02/2026 15:28;68777/48533;"=""1""";;"=""500""";2880,000;70.920,00;9.059,92;0,00;0,00;0,00;5.255,08;5.255,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.087,19;0,00;1.087,19;1.449,59;362,40;0,00;6.704,67;2.355,25;26,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;10/02/2026 15:32;68778/48534;"=""1""";;"=""48""";2428,800;45.066,82;5.323,86;0,00;0,00;0,00;2.863,28;2.863,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,86;0,00;638,86;851,81;212,95;0,00;3.715,09;1.608,77;30,22;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];ENTREGAMAX TAUBATE ;São José dos Pinhais;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;10/02/2026 15:32;2902/48536;;;"=""3""";5,000;34.119,36;323,40;0,00;0,00;0,00;200,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,60;0,00;6,60;19,54;12,94;0,00;219,54;103,86;32,12;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RESINAS [CLRES];CAMPO LIMPO RESINAS [CLRES];Taubaté;SP;FOX SOLUTIONS INDUSTRIA E COMERCIO DE PLASTICOS LTDA;Várzea Paulista;SP;Rodoviário;10/02/2026 15:38;68779/48535;"=""1""";;"=""40""";26112,000;107.380,00;4.341,57;0,00;0,00;0,00;2.404,36;2.404,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;520,99;0,00;520,99;694,65;173,66;0,00;3.099,01;1.242,56;28,62;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CTVA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;10/02/2026 15:43;68780/48537;"=""1""";;"=""22""";2904,000;68.552,48;4.039,90;0,00;0,00;0,00;2.181,96;2.181,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;484,79;0,00;484,79;646,39;161,60;0,00;2.828,35;1.211,55;29,99;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ALBAUGH AGRO BRASIL LTDA.;Resende;RJ;Rodoviário;10/02/2026 15:47;68783/48540;"=""1""";;"=""368""";4048,000;72.375,29;3.158,81;0,00;0,00;0,00;1.643,32;1.643,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;379,06;0,00;379,06;505,41;126,35;0,00;2.148,73;1.010,08;31,98;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];ENTREGAMAX TAUBATE ;São José dos Pinhais;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;10/02/2026 15:50;0/48549;;;"=""4""";5,000;28.505,58;323,40;0,00;0,00;0,00;200,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,60;0,00;6,60;19,54;12,94;0,00;219,54;103,86;32,12;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ALBAUGH AGRO BRASIL LTDA.;Resende;RJ;Rodoviário;10/02/2026 15:51;68788/48544;"=""1""";;"=""367""";4037,000;106.817,91;3.197,94;0,00;0,00;0,00;1.598,64;1.598,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;383,75;0,00;383,75;511,67;127,92;0,00;2.110,31;1.087,63;34,01;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;10/02/2026 15:53;68789/48547;"=""1""";;"=""126""";4563,016;53.287,88;1.620,00;0,00;0,00;0,00;1.005,73;1.005,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.264,93;355,07;21,92;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SOROCABA;Sorocaba;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;10/02/2026 16:13;68794/48551;"=""1""";;"=""2""";6829,340;105.450,05;4.210,00;0,00;0,00;0,00;2.000,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;505,20;0,00;505,20;673,60;168,40;0,00;2.673,60;1.536,40;36,49;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;SYNGENTA PROTECAO DE CULTIVOS LTDA;Paulínia;SP;Rodoviário;10/02/2026 17:07;68795/48552;"=""1""";;"=""360""";3960,000;80.126,28;4.275,59;0,00;0,00;0,00;2.414,80;2.414,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;513,07;0,00;513,07;684,09;171,02;0,00;3.098,89;1.176,70;27,52;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;OURO FINO QUIMICA S.A.;Uberaba;MG;Rodoviário;10/02/2026 17:19;68796/48553;"=""1""";;"=""368""";4048,000;84.855,18;3.258,98;0,00;0,00;0,00;1.993,98;1.993,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;391,08;0,00;391,08;521,44;130,36;0,00;2.515,42;743,56;22,82;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;UPL DO BRASIL INDUSTRIA E COMERCIO DE INSUMOS AGROPEC SA;Ituverava;SP;Rodoviário;10/02/2026 17:36;68797/48554;"=""1""";;"=""368""";4048,000;78.016,00;2.530,22;0,00;0,00;0,00;1.443,98;1.443,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;303,63;0,00;303,63;404,84;101,21;0,00;1.848,82;681,40;26,93;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];REZENDE;Indaiatuba;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;10/02/2026 18:16;68799/48555;"=""1""";;"=""30""";300,000;167.286,73;4.107,00;0,00;0,00;0,00;2.512,96;2.512,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;492,84;0,00;492,84;657,12;164,28;0,00;3.170,08;936,92;22,81;Normal;
ENTREGAMAX TAUBATE ;LATASA PINDA1 /0002-18;LATASA ITAQUA2 /0001-30;Itaquaquecetuba;SP;ABM TRADING IMPORTACAO E EXPORTACAO LTDA;Pindamonhangaba;SP;Rodoviário;10/02/2026 18:33;68798/48556;"=""1""";;"=""40""";25400,000;379.756,10;2.550,00;0,00;0,00;0,00;1.463,00;1.463,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;306,00;204,00;306,00;408,00;102,00;0,00;2.075,00;475,00;18,63;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;10/02/2026 18:43;68800/48557;"=""1""";;"=""20""";200,000;16.027,30;1.280,00;0,00;0,00;0,00;867,20;867,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;153,60;0,00;153,60;204,80;51,20;0,00;1.072,00;208,00;16,25;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];PERFILADOS NARDI INDUSTRIA E COMERCIO DE PRODUTOS SIDERURGICOS LTDA;Mauá;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;10/02/2026 19:32;68801/48558;"=""1""";;"=""9""";31806,000;291.979,08;5.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;624,00;0,00;624,00;832,00;208,00;0,00;832,00;4.368,00;84,00;Normal;
ENTREGAMAX TAUBATE ;LATASA PINDA1 /0002-18;LATASA ITAQUA2 /0001-30;Itaquaquecetuba;SP;ABM TRADING IMPORTACAO E EXPORTACAO LTDA;Pindamonhangaba;SP;Rodoviário;10/02/2026 19:57;68802/48559;"=""1""";;"=""1""";14260,000;182.524,78;2.550,00;0,00;0,00;0,00;1.463,00;1.463,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;306,00;204,00;306,00;408,00;102,00;0,00;2.075,00;475,00;18,63;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;10/02/2026 20:45;68803/48560;"=""1""";;"=""48""";2428,800;45.066,82;5.323,86;0,00;0,00;0,00;2.863,28;2.863,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;638,86;0,00;638,86;851,81;212,95;0,00;3.715,09;1.608,77;30,22;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;10/02/2026 21:13;68804/48561;"=""1""";;"=""22""";1000,000;20.156,61;3.030,00;0,00;0,00;0,00;1.791,60;1.791,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;363,60;0,00;363,60;484,80;121,20;0,00;2.276,40;753,60;24,87;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;10/02/2026 21:16;7198/48562;"=""2""";;"=""25""";23706,800;194.763,73;6.800,00;0,00;0,00;0,00;3.306,90;3.306,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.394,90;2.405,10;35,37;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;10/02/2026 22:02;7199/48563;"=""2""";;"=""28""";15800,570;267.529,33;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;10/02/2026 22:19;68807/48567;"=""1""";;"=""51""";27761,935;341.595,82;6.800,00;0,00;0,00;0,00;3.000,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;816,00;0,00;816,00;1.088,00;272,00;0,00;4.088,00;2.712,00;39,88;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;10/02/2026 22:20;68805/48564;"=""1""";;"=""52""";16002,180;281.924,76;3.626,00;0,00;0,00;0,00;2.768,96;2.768,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;435,12;0,00;435,12;580,16;145,04;0,00;3.349,12;276,88;7,64;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;10/02/2026 22:34;7200/48565;"=""2""";;"=""56""";11935,300;135.599,33;4.628,00;0,00;0,00;0,00;4.249,99;4.249,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;555,36;0,00;555,36;740,48;185,12;0,00;4.990,47;-362,47;-7,83;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;10/02/2026 22:55;68806/48566;"=""1""";;"=""50""";500,000;75.837,75;2.156,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;744,96;1.411,04;65,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;HONDA AUTOMOVEIS DO BRASIL LTDA;Itirapina;SP;Rodoviário;10/02/2026 23:14;68808/48568;"=""1""";;"=""30""";1103,160;9.746,34;4.900,00;0,00;0,00;0,00;2.386,75;2.386,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;588,00;0,00;588,00;784,00;196,00;0,00;3.170,75;1.729,25;35,29;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;11/02/2026 00:01;7201/48569;"=""2""";;"=""2""";1888,400;73.082,04;8.900,00;0,00;0,00;0,00;6.146,00;6.146,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.068,00;0,00;1.068,00;1.424,00;356,00;0,00;7.570,00;1.330,00;14,94;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];ENTREGAMAX TAUBATE ;São José dos Pinhais;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;11/02/2026 00:39;2904/48570;;;"=""14""";14,000;263.479,74;1.764,00;0,00;0,00;0,00;600,00;600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,00;0,00;36,00;106,56;70,56;0,00;706,56;1.057,44;59,95;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;CAMPO LIMPO S.A [CLSA];Taubaté;SP;Rodoviário;11/02/2026 01:58;7202/48571;"=""2""";;"=""88""";3960,000;2.619,76;3.129,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;375,49;0,00;375,49;500,65;125,16;0,00;500,65;2.628,43;84,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;11/02/2026 02:23;68809/48572;"=""1""";;"=""1""";100,000;133,00;3.548,00;0,00;0,00;0,00;1.350,00;1.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;565,76;140,00;0,00;1.915,76;1.632,24;46,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;11/02/2026 02:23;68913/48686;"=""1""";;"=""1""";100,000;133,00;;0,00;;;;;;;;;;;;;;5,76;;5,76;;0,00;;;;0,00;Complementar;68809/48572
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;11/02/2026 02:58;68810/48573;"=""1""";;"=""2""";200,000;24.194,02;1.620,00;0,00;0,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;759,20;860,80;53,14;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;11/02/2026 04:09;68814/48574;"=""1""";;"=""19""";2700,000;173.812,84;2.646,00;0,00;0,00;0,00;1.681,38;1.681,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;317,52;0,00;317,52;423,36;105,84;0,00;2.104,74;541,26;20,46;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;11/02/2026 04:54;68846/48575;"=""1""";;"=""67""";3176,040;188.116,25;1.836,00;0,00;0,00;0,00;1.312,48;1.312,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,32;0,00;220,32;293,76;73,44;0,00;1.606,24;229,76;12,51;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];SIKA S A;Osasco;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;11/02/2026 05:13;68821/48576;"=""1""";;"=""182""";1039,000;113.727,46;3.800,00;0,00;0,00;0,00;1.797,50;1.797,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;456,00;0,00;456,00;608,00;152,00;0,00;2.405,50;1.394,50;36,70;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;11/02/2026 07:19;68811/48577;"=""1""";;"=""1""";100,000;18.809,82;1.016,00;0,00;0,00;0,00;674,38;674,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,92;0,00;121,92;162,56;40,64;0,00;836,94;179,06;17,62;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;FMC QUIMICA DO BRASIL LTDA;Uberaba;MG;Rodoviário;11/02/2026 08:56;68812/48578;"=""1""";;"=""1""";3979,800;69.329,38;3.514,07;0,00;0,00;0,00;1.993,98;1.993,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;421,69;0,00;421,69;562,25;140,56;0,00;2.556,23;957,84;27,26;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;DOW BRASIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;Jundiaí;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;11/02/2026 09:00;68813/48579;"=""1""";;"=""22724""";24031,800;513.094,45;6.412,01;0,00;0,00;0,00;12.454,22;12.454,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;448,84;0,00;448,84;705,32;256,48;0,00;13.159,54;-6.747,53;-105,23;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;REZENDE;Indaiatuba;SP;Rodoviário;11/02/2026 09:29;68815/48580;"=""1""";;"=""1""";500,000;0,16;2.156,00;0,00;0,00;0,00;1.721,60;1.721,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;2.066,56;89,44;4,15;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;11/02/2026 09:42;68816/48581;"=""1""";;"=""47""";6697,600;245.200,15;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;USIMABE USINAGEM E FERRAMENTARIA LTDA;Santa Branca;SP;Rodoviário;11/02/2026 09:46;68817/48582;"=""1""";;"=""1""";500,000;441.274,46;1.478,00;0,00;0,00;0,00;865,40;865,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;177,36;0,00;177,36;236,48;59,12;0,00;1.101,88;376,12;25,45;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;BASF SA;Guaratinguetá;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;11/02/2026 09:55;68818/48583;"=""1""";;"=""4""";2539,600;49.275,00;5.913,29;0,00;0,00;0,00;1.316,12;1.316,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;413,93;0,00;413,93;650,46;236,53;0,00;1.966,58;3.946,71;66,74;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;CHEM-TREND INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;Valinhos;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;11/02/2026 10:02;68819/48584;"=""1""";;"=""12""";1845,600;48.840,00;5.912,82;0,00;0,00;0,00;956,46;956,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;413,90;0,00;413,90;650,41;236,51;0,00;1.606,87;4.305,95;72,82;Normal;
ENTREGAMAX TAUBATE ;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;PELZER TBT [PLZRTBT];Taubaté;SP;ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;Goiana;PE;Rodoviário;11/02/2026 10:09;68820/48585;"=""1""";;"=""6""";6799,160;164.584,26;6.037,27;0,00;0,00;0,00;3.523,60;3.523,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;422,61;0,00;422,61;664,10;241,49;0,00;4.187,70;1.849,57;30,64;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;11/02/2026 11:27;68822/48586;"=""1""";;"=""501""";60,000;16.027,30;1.280,00;0,00;0,00;0,00;967,20;967,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;153,60;0,00;153,60;204,80;51,20;0,00;1.172,00;108,00;8,44;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;11/02/2026 11:31;1834/3789;"=""1""";;"=""53""";7410,024;108.744,57;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;CAMPO LIMPO S.A [CLSA];Taubaté;SP;Rodoviário;11/02/2026 11:42;68823/48587;"=""1""";;"=""2""";1540,000;32.429,00;4.184,70;0,00;0,00;0,00;284,74;284,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;502,16;0,00;502,16;669,55;167,39;0,00;954,29;3.230,41;77,20;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GALVANOBRAS GALVANOPLASTIA DO BRASI L LTDA;Itu;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;11/02/2026 11:48;68825/48589;"=""1""";;"=""5""";1301,000;21.710,50;630,00;0,00;0,00;0,00;600,00;600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,60;0,00;75,60;100,80;25,20;0,00;700,80;-70,80;-11,24;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;Rodoviário;11/02/2026 11:51;68824/48588;"=""1""";;"=""28""";25200,000;66.024,00;4.881,03;0,00;0,00;0,00;5.005,21;5.005,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;585,72;0,00;585,72;780,96;195,24;0,00;5.786,17;-905,14;-18,54;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;11/02/2026 12:24;68826/48590;"=""1""";;"=""11""";830,000;22.180,80;1.016,00;0,00;0,00;0,00;250,00;250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,92;0,00;121,92;162,56;40,64;0,00;412,56;603,44;59,39;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;EMAX LOGISTICA;Taubaté;SP;Rodoviário;11/02/2026 12:44;68827/48591;"=""1""";;"=""22""";2,000;222,00;12.773,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.532,80;0,00;1.532,80;2.043,73;510,93;0,00;2.043,73;10.729,60;84,00;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;11/02/2026 14:27;2365/3790;"=""2""";;"=""2""";14884,000;208.845,14;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
